Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Team_PTS,Team_AST,Tean_TRB,Team_TOV,Team_STL
163,Quentin Grimes,SG,23,NYK,19,18,431,42,113,0.372,32,91,0.352,10,22,0.455,0.513,2,3,0.667,4,20,24,23,14,0,11,34,118,grimequ01,2352,493,966,277,162
176,Josh Hart,SF,28,NYK,21,5,598,69,145,0.476,23,62,0.371,46,83,0.554,0.555,11,15,0.733,22,106,128,57,21,6,20,40,172,hartjo01,2352,493,966,277,162
177,Isaiah Hartenstein,C,25,NYK,21,0,370,45,80,0.563,1,3,0.333,44,77,0.571,0.569,21,32,0.656,54,63,117,26,18,13,17,57,112,harteis01,2352,493,966,277,162
218,DaQuan Jeffries,SG,26,NYK,7,0,19,3,8,0.375,1,4,0.25,2,4,0.5,0.438,0,2,0,0,3,3,1,0,0,1,1,7,jeffrda01,2352,493,966,277,162
283,Miles McBride,PG,23,NYK,13,0,56,9,18,0.5,5,14,0.357,4,4,1,0.639,1,2,0.5,1,2,3,3,4,0,0,7,24,mcbrimi01,2352,493,966,277,162
362,Immanuel Quickley,SG,24,NYK,21,0,508,105,246,0.427,43,118,0.364,62,128,0.484,0.514,63,70,0.9,4,56,60,58,9,2,23,33,316,quickim01,2352,493,966,277,162
364,Julius Randle,PF,29,NYK,21,21,735,157,364,0.431,36,117,0.308,121,247,0.49,0.481,99,137,0.723,44,160,204,113,15,4,70,54,449,randlju01,2352,493,966,277,162
375,Mitchell Robinson,C,25,NYK,21,21,613,58,98,0.592,0,0,,58,98,0.592,0.592,14,38,0.368,112,104,216,15,32,27,21,40,130,robinmi01,2352,493,966,277,162
405,Jericho Sims,C,25,NYK,9,0,25,2,3,0.667,0,0,,2,3,0.667,0.667,1,3,0.333,1,9,10,1,0,0,1,1,5,simsje01,2352,493,966,277,162
436,Jacob Toppin,SF,23,NYK,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,1,0,0,0,toppija01,2352,493,966,277,162
486,Dylan Windler,SF,27,NYK,3,0,7,1,2,0.5,1,2,0.5,0,0,,0.75,0,0,,0,1,1,1,0,0,0,1,3,windldy01,2352,493,966,277,162
38,D?vis Bert?ns,PF,31,OKC,7,0,57,6,16,0.375,6,15,0.4,0,1,0,0.563,14,15,0.933,0,5,5,5,2,1,0,8,32,bertada01,2514,523,863,274,183
109,Ousmane Dieng,PF,20,OKC,12,0,122,13,37,0.351,7,26,0.269,6,11,0.545,0.446,3,4,0.75,6,16,22,11,1,0,4,7,36,diengou01,2514,523,863,274,183
113,Luguentz Dort,SF,24,OKC,21,21,592,70,163,0.429,33,87,0.379,37,76,0.487,0.531,43,52,0.827,27,59,86,26,18,16,21,62,216,dortlu01,2514,523,863,274,183
144,Josh Giddey,SG,21,OKC,21,21,549,104,250,0.416,16,53,0.302,88,197,0.447,0.448,21,27,0.778,31,91,122,89,18,9,52,29,245,giddejo01,2514,523,863,274,183
